Peak_ID;Gene_Name
chr18-12376934-12377833;AFG3L2
chr18-12659576-12660486;CEP76
chr18-12702393-12703311;CEP76
chr18-12702393-12703311;PSMG2
chr18-12883686-12884558;PTPN2
chr18-12947659-12948609;SEH1L
chr18-12990855-12991737;SEH1L
chr18-12990855-12991737;CEP192
chr18-13159275-13160143;CEP192
chr18-13218395-13219210;CEP192
chr18-13218395-13219210;LDLRAD4
chr18-13273647-13274475;LDLRAD4
chr18-13284318-13285230;LDLRAD4
chr18-13381828-13382779;LDLRAD4
chr18-13464558-13465430;LDLRAD4
chr18-13557854-13558741;LDLRAD4
chr18-13562189-13563041;LDLRAD4
chr18-13563175-13563970;LDLRAD4
chr18-13577070-13577977;LDLRAD4
chr18-13611959-13612840;LDLRAD4
chr18-13614636-13615447;LDLRAD4
chr18-13629865-13630758;LDLRAD4
chr18-13726213-13727109;RNMT
chr18-13726213-13727109;FAM210A
chr18-48493459-48494328;ELAC1
chr18-48165220-48166024;MAPK4
chr18-47901435-47902359;SKA1
chr18-46324217-46325067;CTIF
chr18-46302566-46303449;CTIF
chr18-44786414-44787349;SKOR2
chr18-77160281-77161169;NFATC1
chr18-77140439-77141331;ATP9B
chr18-77006339-77007244;ATP9B
chr18-74060304-74061219;ZNF516
chr18-70429703-70430571;NETO1
chrX-49019432-49020283;PLP2
chrX-49019432-49020283;MAGIX
chrX-48936884-48937652;WDR45
chrX-48660541-48661471;HDAC6
chrX-40005928-40006808;BCOR
chrX-40013066-40013810;BCOR
chrX-40402884-40403788;ATP6AP2
chrX-40439457-40440362;ATP6AP2
chrX-40945022-40945864;USP9X
chrX-41300976-41301904;NYX
chrX-46685776-46686677;RP2
chrX-46772134-46773017;RP2
chrX-46772134-46773017;JADE3
chrX-47093028-47093917;CDK16
chrX-47093028-47093917;USP11
chrX-47381908-47382781;ARAF
chrX-47420672-47421571;ARAF
chrX-118552233-118553127;SLC25A43
chrX-118698549-118699407;STEEP1
chrX-119004645-119005517;NDUFA1
chrX-119004645-119005517;RNF113B
chrX-119426800-119427717;TMEM255A
chrX-133522834-133523696;PHF6
chrX-149940058-149940911;MTMR1
chrX-149940058-149940911;CD99L2
chrX-150848592-150849510;PASD1
chrX-153598835-153599693;FLNA
chrX-153744256-153745036;IKBKG
chrX-153744256-153745036;FAM3A
chrX-154443716-154444620;VBP1
chrX-30671014-30671867;GK3P
chrX-30671014-30671867;GK
chrX-30588800-30589613;TASL
chrX-24167454-24168243;ZFX
chrX-24167454-24168243;ZFY
chrX-68114456-68115330;EFNB1
chrX-70338114-70338966;MED12
chrX-70398662-70399564;NLGN3
chrX-100625658-100626562;BTK
chrX-102155556-102156370;TCEAL5
chrX-102155556-102156370;TCEAL3
chrX-102155556-102156370;TCEAL6
chrX-106917608-106918481;PRPS1
chrX-110407826-110408663;PAK3
chrX-23712211-23712979;PRDX4
chrX-19906074-19906918;SH3KBP1
chrX-19863419-19864115;SH3KBP1
chrX-19791360-19792176;SH3KBP1
chrX-19792380-19793109;SH3KBP1
chrX-19758281-19759169;SH3KBP1
chrX-19755476-19756392;SH3KBP1
chrX-19563129-19564013;SH3KBP1
chrX-19552692-19553560;SH3KBP1
chrX-15778388-15779212;CA5B
chrX-13752443-13753330;OFD1
chrX-13752443-13753330;TRAPPC2
chrX-13752443-13753330;TRAPPC2B
chrX-13000063-13000887;TMSB4Y
chrX-12974622-12975490;TLR8
chrX-12918768-12919635;TLR8
chrX-12896685-12897601;TLR7
chrX-11381333-11382184;ARHGAP6
chrX-11129479-11130329;ARHGAP6
chrX-11129479-11130329;HCCS
chr8-67579784-67580648;VCPIP1
chr8-70534194-70535097;SULF1
chr6-52534707-52535455;TMEM14A
chr6-56954575-56955436;ZNF451
chr2-97202360-97203250;ARID5A
chr2-99771674-99772548;LIPT1
chr2-100752307-100753107;AFF3
chr2-101618759-101619635;NPAS2
chr2-105953752-105954597;TGFBRAP1
chr2-105953752-105954597;C2orf49
chr2-25172951-25173841;
chr2-191664959-191665736;GLS
chr2-190648517-190649395;PMS1
chr2-190648517-190649395;ORMDL1
chr2-190627692-190628569;ORMDL1
chr2-190627692-190628569;OSGEPL1
chr2-197035392-197036222;STK17B
chr2-197141551-197142385;HECW2
chr2-197159542-197160348;HECW2
chr2-197209653-197210524;HECW2
chr2-197296695-197297541;HECW2
chr2-198127425-198128277;ANKRD44
chr2-201984906-201985832;CFLAR
chr2-207506739-207507530;DYTN
chr2-208012108-208012989;KLF7
chr2-208031386-208032273;KLF7
chr2-209121444-209122361;IDH1
chr2-217363213-217364089;RPL37A
chr2-218852592-218853491;TNS1
chr2-219081757-219082648;ARPC2
chr2-219094368-219094974;ARPC2
chr2-219186766-219187660;PNKD
chr2-219186766-219187660;TMBIM1
chr2-219717830-219718733;WNT6
chr2-223835724-223836551;ACSL3
chr2-224876495-224877312;SERPINE2
chr2-225275935-225276838;FAM124B
chr2-230931217-230932061;SLC16A14
chr2-231084339-231085204;SP110
chr2-232466008-232467010;TEX44
chr2-233190752-233191656;DIS3L2
chr2-233399222-233400056;PRSS56
chr2-233399222-233400056;CHRND
chr2-233413331-233414203;EIF4E2
chr2-233497834-233498612;EFHD1
chr2-234071420-234072321;INPP5D
chr2-234267278-234268083;SAG
chr2-234267278-234268083;DGKD
chr2-234368501-234369318;DGKD
chr2-234474855-234475752;USP40
chr2-236503030-236503792;AGAP1
chr2-236619872-236620733;AGAP1
chr2-237980667-237981490;COPS8
chr2-238379099-238379952;MLPH
chr2-239067465-239068264;ERFE
chr2-239067465-239068264;KLHL30
chr2-239236507-239237291;PER2
chr2-239236507-239237291;TRAF3IP1
chr2-239225075-239226008;TRAF3IP1
chr2-239273173-239273957;TRAF3IP1
chr2-239891435-239892310;TWIST2
chr2-241558704-241559550;GPR35
chr2-241988850-241989747;SNED1
chr2-242088194-242089089;PASK
chr2-38709226-38710113;PTPN4
chr2-119924756-119925637;C1QL2
chr2-134918156-134919037;MGAT5
chr2-135169818-135170746;MGAT5
chr2-135675766-135676651;ACMSD
chr2-135675766-135676651;CCNT2
chr2-136287727-136288650;ZRANB3
chr2-136287727-136288650;R3HDM1
chr1-207084439-207085346;FCMR
chr1-206983244-206983903;IL19
chr1-206898559-206899398;IL10
chr1-206898559-206899398;MAPKAPK2
chr1-206858772-206859685;MAPKAPK2
chr1-206858772-206859685;RNU6-715P
chr1-206858772-206859685;RNU6-477P
chr1-206824065-206824952;DYRK3
chr1-206808329-206809196;DYRK3
chr1-206782221-206783112;EIF2D
chr1-206757548-206758445;EIF2D
chr1-206757548-206758445;RASSF5
chr1-206679438-206680320;RASSF5
chr1-206663849-206664711;IKBKE
chr1-206643502-206644390;IKBKE
chr1-205782378-205783256;PM20D1
chr1-205782378-205783256;SLC41A1
chr1-205679764-205680656;NUCKS1
chr1-205625929-205626833;SLC45A3
chr1-205492911-205493835;CDK18
chr1-205480415-205481322;CDK18
chr1-205456603-205457470;CDK18
chr1-204475728-204476672;MDM4
chr1-204452861-204453765;PIK3C2B
chr1-203829015-203829891;SNRPE
chr1-203830529-203831421;SNRPE
chr1-203764696-203765564;ZBED6
chr1-203307086-203307723;FMOD
chr1-203006933-203007825;PPFIA4
chr1-202976394-202977283;TMEM183A
chr1-202935460-202936345;CYB5R1
chr1-202926793-202927692;CYB5R1
chr1-202926793-202927692;ADIPOR1
chr1-202858241-202859084;KLHL12
chr1-202858241-202859084;RABIF
chr1-202646006-202646768;SYT2
chr1-202565631-202566529;SYT2
chr1-202530289-202531030;PPP1R12B
chr1-202379884-202380785;PPP1R12B
chr1-202213993-202214890;LGR6
chr1-202203349-202204221;LGR6
chr1-202154720-202155496;LGR6
chr1-201481721-201482604;CSRP1
chr1-201475953-201476774;CSRP1
chr1-201450775-201451735;CSRP1
chr1-201447862-201448734;CSRP1
chr1-201435470-201436378;CSRP1
chr1-201435470-201436378;PHLDA3
chr1-201222562-201223454;IGFN1
chr1-200525298-200526219;DDX59
chr1-200525298-200526219;KIF14
chr1-200589899-200590628;KIF14
chr1-198655200-198655826;PTPRC
chr1-198641329-198642167;PTPRC
chr1-198638581-198639470;PTPRC
chr1-198173985-198174901;NEK7
chr1-197738630-197739489;DENND1B
chr1-192579023-192579796;RGS13
chr1-192544714-192545455;RGS1
chr1-186818966-186819816;PLA2G4A
chr1-186817668-186818443;PLA2G4A
chr1-185014738-185015618;TRMT1L
chr1-185014738-185015618;RNF2
chr1-184455916-184456803;C1orf21
chr1-183891975-183892902;COLGALT2
chr1-183891975-183892902;RGL1
chr1-183817069-183817909;RGL1
chr1-183807283-183808207;RGL1
chr1-183622989-183623871;RGL1
chr1-183604220-183605132;RGL1
chr1-183604220-183605132;ARPC5
chr1-182962275-182963183;LAMC1
chr1-180178559-180179463;LHX4
chr1-178659444-178660288;RALGPS2
chr1-178501437-178502291;TEX35
chr1-175306968-175307787;TNR
chr1-174968490-174969331;MRPS14
chr1-174968490-174969331;CACYBP
chr1-174938315-174939185;RABGAP1L
chr1-171313624-171314531;FMO4
chr1-169610669-169611541;SELP
chr1-167617260-167618134;RCSD1
chr1-162847568-162848453;CCDC190
chr1-162530160-162531055;UAP1
chr1-161749398-161750255;ATF6
chr1-161741160-161742042;ATF6
chr1-161738532-161739423;ATF6
chr1-161718556-161719460;DUSP12
chr1-161706729-161707623;FCRLB
chr1-161632223-161633002;FCGR2A
chr1-161632223-161633002;FCGR2B
chr1-161632223-161633002;FCGR2C
chr1-161194914-161195832;TOMM40L
chr1-161187262-161188054;FCER1G
chr1-161187262-161188054;APOA2
chr1-160837276-160838161;CD244
chr1-160744123-160745024;LY9
chr1-160681228-160682121;CD48
chr1-160576277-160577083;SLAMF1
chr1-160549071-160549930;SLAMF1
chr1-160549071-160549930;CD84
chr1-160489407-160490215;SLAMF6
chr1-160346646-160347481;NHLH1
chr1-160162781-160163543;CASQ1
chr1-160069970-160070873;IGSF8
chr1-159923313-159924165;PIGM
chr1-159923313-159924165;SLAMF9
chr1-159881799-159882231;TAGLN2
chr1-159879874-159880718;TAGLN2
chr1-17011493-17012376;OR6P1
chr1-241717014-241717917;KMO
chr1-241817696-241818533;OPN3
chr1-241817696-241818533;WDR64
chr1-243286175-243286943;CEP170
chr1-243508019-243508913;SDCCAG8
chr1-243596143-243596972;SDCCAG8
chr1-244074578-244075462;AKT3
chr1-244099380-244100055;AKT3
chr1-244224187-244225109;ZBTB18
chr1-244237240-244238112;ZBTB18
chr1-244460996-244461907;C1orf100
chr1-244815293-244816183;CATSPERE
chr1-244815293-244816183;DESI2
chr1-244816616-244817168;DESI2
chr1-226308741-226309614;ACBD3
chr1-226186256-226187162;RNU6-1144P
chr1-226186256-226187162;SDE2
chr1-226034289-226035194;TMEM63A
chr1-226028712-226029606;EPHX1
chr1-225999114-225999967;EPHX1
chr1-225652793-225653632;ENAH
chr1-225958900-225959793;SRP9
chr1-223887791-223888694;CAPN2
chr1-221000201-221001088;MTARC1
chr1-220219761-220220576;BPNT1
chr1-220219761-220220576;EPRS1
chr1-218524789-218525678;TGFB2
chr1-218521278-218522189;TGFB2
chr1-214627897-214628806;PTPN14
chr1-212671051-212671939;NENF
chr1-212606571-212607438;NENF
chr1-212457536-212458416;PPP2R5A
chr1-212412039-212412941;PPP2R5A
chr1-212401255-212402069;PPP2R5A
chr1-211739823-211740623;SLC30A1
chr1-211687436-211688302;RD3
chr1-211675254-211676153;RD3
chr1-211478801-211479725;RCOR3
chr1-207669021-207669937;CR1
chr1-207670093-207670794;CR1
chr8-81142784-81143652;TPD52
chr8-81160894-81161798;TPD52
chr8-82189893-82190692;FABP5
chr8-82192118-82192827;FABP5
chr8-86088245-86089120;LRRCC1
chr8-86088245-86089120;E2F5
chr8-86360447-86361023;CA3
chr8-66864418-66865347;DNAJC5B
chr3-172568503-172569341;ECT2
chr3-172194534-172195356;NCEH1
chr3-172194534-172195356;TNFSF10
chr3-171284636-171285238;PLD1
chr3-169762667-169763513;SEC62
chr3-169762667-169763513;GPR160
chr3-169940239-169941138;PRKCI
chr3-170027362-170028273;PRKCI
chr3-170128418-170129251;CLDN11
chr3-170132091-170132988;CLDN11
chr3-178981800-178982756;KCNMB3
chr3-179322586-179323408;NDUFB5
chr3-179322586-179323408;MRPL47
chr4-122576554-122577297;ANXA5
chr4-122632664-122633433;ANXA5
chr4-122743955-122744845;CCNA2
chr4-139015235-139016177;SLC7A11
chr4-139163381-139164160;SLC7A11
chr4-140098153-140099067;ELF2
chr4-140150510-140151290;MGARP
chr4-140861075-140861963;MAML3
chr4-141174107-141175011;FOXO1
chr13-41199142-41200064;FOXO1
chr13-41060045-41060726;FOXO1
chr13-41054256-41054896;FOXO1
chr13-41018825-41019733;FOXO1
chr13-40190529-40191412;COG6
chr13-39611777-39612682;NHLRC3
chr13-39611777-39612682;PROSER1
chr13-36980987-36981811;CCNA1
chr13-36919741-36920608;SPART
chr3-149498092-149498782;COMMD2
chr3-149498911-149499704;COMMD2
chr3-149498092-149498782;ANKUB1
chr3-149498911-149499704;ANKUB1
chr3-149530482-149531354;RNF13
chr3-150888946-150889710;MED12L
chr3-151156377-151157261;MED12L
chr3-151156377-151157261;IGSF10
chr3-151936439-151937085;MBNL1
chr3-152104677-152105555;MBNL1
chr3-152879120-152880175;RAP2B
chr3-154799549-154800397;MME
chr3-159988349-159989242;IFT80
chr3-160061227-160061895;IFT80
chr3-160204376-160205243;KPNA4
chr3-160671171-160671561;PPM1L
chr4-151099058-151099961;DCLK2
chr4-150998806-150999717;DCLK2
chr1-158150483-158151198;CD1D
chr1-158095480-158096373;CD1D
chr1-157142189-157142976;ETV3
chr1-157133186-157134091;ETV3
chr1-156860075-156860446;PEAR1
chr1-156786347-156787259;PEAR1
chr1-156786347-156787259;SH2D2A
chr1-156766939-156767838;SH2D2A
chr1-156766939-156767838;PRCC
chr1-156629617-156630504;BCAN
chr1-156123371-156124210;SEMA4A
chr1-156105987-156106910;LMNA
chr1-156096623-156097521;LMNA
chr1-156076389-156077298;LMNA
chr1-156066054-156066957;MEX3A
chr1-155990028-155990421;SSR2
chr1-155945947-155946853;ARHGEF2
chr1-155278213-155278947;FDPS
chr1-155278213-155278947;RNU6-231P
chr1-155210265-155211032;GBA1
chr1-155178566-155179450;MTX1
chr1-155176357-155177238;MTX1
chr1-155176357-155177238;THBS3
chr1-155140063-155140919;KRTCAP2
chr1-155063343-155064215;Metazoa_SRP
chr1-155035642-155036541;EFNA4
chr1-155022610-155023451;ADAM15
chr1-155022610-155023451;DCST1
chr1-155017189-155018071;DCST1
chr1-154974122-154975033;ZBTB7B
chr1-154954973-154955734;FLAD1
chr1-154955861-154956603;FLAD1
chr1-154878219-154879118;PMVK
chr1-154439333-154440196;SHE
chr1-154439333-154440196;IL6R
chr1-154307606-154308514;ATP8B2
chr1-154193891-154194813;C1orf43
chr1-154193891-154194813;UBAP2L
chr1-153963153-153964042;NUP210L
chr1-153963153-153964042;RAB13
chr1-153768948-153769857;SLC27A3
chr1-153540549-153541449;S100A2
chr1-152006347-152007196;TCHHL1
chr1-152006347-152007196;S100A11
chr1-151371489-151372300;PSMB4
chr1-151254270-151255186;ZNF687
chr1-151042853-151043648;GABPB2
chr1-150970831-150971607;MINDY1
chr1-150552039-150552936;ENSA
chr1-150552039-150552936;MCL1
chr1-150532272-150533181;ADAMTSL4
chr1-150293410-150294305;PRPF3
chr1-150159213-150159815;ANP32E
chr1-149899261-149900106;MTMR11
chr1-149899261-149900106;SF3B4
chr1-149887733-149888569;SV2A
chr1-147203935-147204819;GJA5
chr1-119910049-119910776;HAO2
chr1-117665821-117666560;TRIM45
chr1-117664059-117664979;TRIM45
chr1-114489949-114490886;HIPK1
chr1-114082737-114083678;MAGI3
chr1-113683250-113683990;LRIG2
chr1-113046355-113047263;WNT2B
chr1-111746990-111747888;DENND2D
chr1-111505514-111506404;LRIF1
chr1-111214419-111215164;KCNA3
chr1-110992110-110993012;PROK1
chr1-110880862-110881602;SLC16A4
chr1-110880862-110881602;RBM15
chr1-110606926-110607698;UBL4B
chr1-110606926-110607698;ALX3
chr1-110630813-110631209;ALX3
chr1-110319207-110320094;EPS8L3
chr1-110259515-110260434;GSTM1
chr1-110105874-110106762;GNAT2
chr1-110105874-110106762;GNAI3
chr1-109969251-109970130;PSMA5
chr1-109819551-109820271;PSRC1
chr1-109655655-109656577;CFAP276
chr1-109371121-109371932;AKNAD1
chr1-109104431-109105251;FAM102B
chr1-108071868-108072711;VAV3
chr1-104057035-104057922;RNPC3
chr1-100924778-100925656;CDC14A
chr1-100714514-100715280;DBT
chr1-94978896-94979792;ABCD3
chr1-94883356-94884266;ABCD3
chr1-94801706-94802628;ARHGAP29
chr1-93991120-93991974;FNBP1L
chr4-108535512-108536289;PAPSS1
chr4-106365286-106366187;PPA2
chr4-95638912-95639703;BMPR1B
chr4-88957343-88958231;GBP2
chr1-87299477-87300365;SELENOF
chr1-86965082-86965848;CLCA1
chr1-86965082-86965848;CLCA4
chr1-86845959-86846872;CLCA2
chr1-86845959-86846872;ODF2L
chr1-84971895-84972761;SPATA1
chr1-84944668-84945605;RPF1
chr1-77415345-77416219;PIGK
chr1-77415345-77416219;ST6GALNAC5
chr1-77350041-77350928;PIGK
chr1-77350041-77350928;ST6GALNAC5
chr1-70820119-70821029;ANKRD13C
chr1-70202264-70203063;LRRC7
chr10-15211109-15211841;NMT2
chr10-15096867-15097745;ACBD7
chr10-15096867-15097745;OLAH
chr10-14995655-14996583;DCLRE1C
chr10-13819927-13820730;FRMD4A
chr10-13116118-13116960;OPTN
chr10-12084280-12085171;UPF2
chr10-6188257-6189153;RBM17
chr10-6186071-6186843;RBM17
chr10-6129722-6130588;RBM17
chr10-6092771-6093580;IL2RA
chr10-5932339-5933062;ANKRD16
chr10-5932339-5933062;FBH1
chr10-15860041-15860872;MINDY3
chr10-15902315-15903179;MINDY3
chr10-17257422-17258332;TRDMT1
chr10-17685122-17685856;HACD1
chr10-17756589-17757483;STAM
chr10-17787047-17787998;TMEM236
chr10-22604906-22605693;COMMD3
chr10-22710080-22710978;SPAG6
chr10-22912998-22913820;PIP4K2A
chr10-27531146-27532032;ACBD5
chr10-27529134-27529988;ACBD5
chr9-136222453-136223315;SURF1
chr9-136222453-136223315;SURF2
chr9-136245437-136246335;SURF4
chr9-136245437-136246335;STKLD1
chr9-136399809-136400685;MYMK
chr9-136399809-136400685;ADAMTSL2
chr9-136450536-136451272;FAM163B
chr9-136551940-136552779;SARDH
chr9-136671403-136672249;VAV2
chr9-136999985-137000889;WDR5
chr9-137326368-137327293;RXRA
chr9-135990310-135991033;RALGDS
chr9-135978768-135979668;RALGDS
chr9-135904891-135905499;GTF3C5
chr9-135907209-135908134;GTF3C5
chr9-135776695-135777587;TSC1
chr9-131057524-131058382;TRUB2
chr9-131534382-131535281;ZER1
chr9-131590916-131591792;SPOUT1
chr9-131661782-131662640;LRRC8A
chr9-131689853-131690687;LRRC8A
chr9-131689853-131690687;PHYHD1
chr9-131709702-131710624;PHYHD1
chr9-131709702-131710624;DOLK
chr9-131709702-131710624;NUP188
chr9-132404083-132405013;ASB6
chr9-132585930-132586800;TOR1B
chr9-132585930-132586800;TOR1A
chr9-132693937-132694815;FNBP1
chr9-132804376-132805311;FNBP1
chr9-132994355-132995221;NCS1
chr9-133061135-133061719;NCS1
chr9-133061135-133061719;HMCN2
chr9-133018177-133019059;HMCN2
chr9-133335795-133336696;ASS1
chr9-133347719-133348611;ASS1
chr9-133788879-133789666;QRFP
chr9-133788879-133789666;FIBCD1
chr9-134164470-134165360;PLPP7
chr9-134293519-134294419;PRRC2B
chr9-130834532-130835347;SLC25A25
chr9-130693271-130694169;PIP5KL1
chr9-130683778-130684690;PIP5KL1
chr9-130104316-130105159;GARNL3
chr9-129998440-129999361;GARNL3
chr9-129895215-129896032;RALGPS1
chr9-129884129-129885031;RALGPS1
chr9-129884129-129885031;ANGPTL2
chr9-129696919-129697821;RALGPS1
chr9-129655395-129656299;ZBTB34
chr9-129624680-129625212;ZBTB34
chr9-129619834-129620753;ZBTB34
chr9-129261200-129262118;MVB12B
chr9-123796416-123797316;C5
chr9-123964577-123965441;RAB14
chr9-124040679-124041588;GSN
chr9-124855829-124856708;TTLL11
chr9-124861573-124862466;TTLL11
chr9-126146156-126147020;CRB2
chr9-126146156-126147020;DENND1A
chr9-126523447-126524346;DENND1A
chr9-126625535-126626462;DENND1A
chr9-126772847-126773728;LHX2
chr9-126805860-126806438;LHX2
chr9-127423872-127424793;NR6A1
chr6-32945178-32945979;KYNU
chr6-32947542-32948449;KYNU
chr2-158297348-158298200;CYTIP
chr2-158300096-158300963;CYTIP
chr2-159157102-159158013;CCDC148
chr2-159855102-159855935;TANC1
chr2-160406862-160407373;BAZ2B
chr2-161250595-161251431;RBMS1
chr2-168975824-168976716;STK39
chr2-168992481-168993388;STK39
chr2-172017767-172018673;TLK1
chr2-172864026-172864908;METAP1D
chr2-172943320-172944197;METAP1D
chr2-172968864-172969656;DLX2
chr2-173858157-173859040;RAPGEF4
chr2-179344305-179345155;PLEKHA3
chr2-181848172-181849082;UBE2E3
chr11-57567813-57568551;CTNND1
chr11-57480010-57480908;TMX2
chr11-57480010-57480908;MED19
chr11-57434396-57435313;ZDHHC5
chr11-57424634-57425551;CLP1
chr11-57335396-57336295;UBE2L6
chr11-47995937-47996810;PTPRJ
chr11-47663139-47663988;MTCH2
chr11-47399939-47400761;SPI1
chr11-47269509-47270286;NR1H3
chr11-47269509-47270286;ACP2
chr11-46389227-46390065;DGKZ
chr11-46339616-46340488;CREB3L1
chr11-46338510-46339395;CREB3L1
chr11-46336482-46337389;CREB3L1
chr11-45938381-45939263;PEX16
chr11-44915368-44916251;TSPAN18
chr11-44116092-44116977;EXT2
chr11-43548729-43549551;TTC17
chr11-36622523-36623429;IFTAP
chr11-36586284-36587173;IFTAP
chr11-36469066-36469721;PRR5L
chr11-36433656-36434560;PRR5L
chr11-36365619-36366530;PRR5L
chr11-35683583-35684497;TRIM44
chr11-35177070-35177966;CD44
chr11-35159992-35160877;CD44
chr11-35098730-35099566;CD44
chr11-34448726-34449564;CAT
chr11-33891237-33892128;LMO2
chr11-32852033-32852953;PRRG4
chr11-31509272-31510178;ELP4
chr11-31509272-31510178;IMMP1L
chr11-30343996-30344699;ARL14EP
chr15-34331563-34332471;AVEN
chr15-38646333-38647213;SPRED1
chr15-40047358-40048238;FSIP1
chr15-40048402-40049139;FSIP1
chr15-40407148-40407994;BMF
chr15-40452044-40452916;BUB1B
chr15-40743534-40744443;BAHD1
chr15-40857379-40858240;CCDC32
chr15-41150456-41151375;SPINT1
chr15-41408065-41408821;INO80
chr15-41859823-41860739;TYRO3
chr15-42066196-42067105;MAPKBP1
chr15-42184036-42184883;SPTBN5
chr15-42279077-42279975;PLA2G4E
chr15-42500222-42500944;VPS39
chr15-43029173-43030081;CDAN1
chr15-43517293-43518039;EPB42
chr15-44719344-44720245;CTDSPL2
chr15-45314709-45315534;SORD
chr15-45458802-45459452;SHF
chr15-45461292-45462130;SHF
chr15-45461292-45462130;DUOX1
chr15-49169708-49170607;SHC4
chr15-49462090-49463003;GALK2
chr15-50358553-50359461;ATP8B4
chr2-96874234-96875049;STARD7
chr2-96873477-96874106;STARD7
chr2-110969409-110970302;MTLN
chr2-111569419-111569806;ACOXL
chr2-113342393-113343303;POLR1B
chr2-113342393-113343303;CHCHD5
chr2-113403324-113404260;SLC20A1
chr20-1874602-1875521;SIRPB1
chr20-1874602-1875521;SIRPA
chr20-1874602-1875521;SIRPG
chr20-1946440-1947281;PDYN
chr20-2709174-2710082;IDH3B
chr20-2709174-2710082;EBF4
chr20-2821881-2822738;PCED1A
chr20-2821881-2822738;VPS16
chr20-3053612-3054514;OXT
chr20-4667088-4667732;PRNP
chr20-4667088-4667732;PRND
chr20-4683657-4684565;PRNP
chr20-4683657-4684565;PRND
chr20-4833947-4834788;SLC23A2
chr20-4847271-4848024;SLC23A2
chr20-5081470-5082277;TMEM230
chr20-5100497-5101388;PCNA
chr20-6057359-6058218;LRRN4
chr20-6057359-6058218;FERMT1
chr20-8000257-8001062;TMX4
chr20-9388044-9388945;PLCB4
chr20-16732537-16733424;OTOR
chr20-17916297-17917219;SNX5
chr20-17995813-17996719;OVOL2
chr20-20064014-20064860;CFAP61
chr20-20248570-20249482;CFAP61
chr20-23029098-23029999;SSTR4
chr20-23029098-23029999;THBD
chr20-23086977-23087724;CD93
chr20-24929924-24930740;CST7
chr20-25035715-25036602;ACSS1
chr20-815761-816667;FAM110A
chr20-645212-646121;SCRT2
chr20-362185-363058;TRIB3
chr20-364778-365646;TRIB3
chr20-365814-366561;TRIB3
chr20-259729-260477;C20orf96
chr20-259729-260477;ZCCHC3
chr20-31684418-31685339;BPIFB4
chr20-31879504-31880421;BPIFB1
chr20-31879504-31880421;BPIFA1
chr20-32076942-32077850;CBFA2T2
chr20-32580897-32581768;RALY
chr20-32950189-32951035;ITCH
chr20-33291540-33292419;TP53INP2
chr20-33679582-33680421;TRPC4AP
chr20-34042060-34042937;CEP250
chr20-34129351-34130233;C20orf173
chr20-34129351-34130233;ERGIC3
chr20-34541179-34542024;PHF20
chr20-34541179-34542024;SCAND1
chr20-35088542-35089461;DLGAP4
chr20-35171618-35172514;MYL9
chr20-35472026-35472923;SOGA1
chr20-36156376-36157275;BLCAP
chr20-36955083-36955947;BPI
chr20-36988259-36989150;LBP
chr20-37274790-37275707;ARHGAP40
chr20-37356122-37356907;SLC32A1
chr20-37377026-37377843;ACTR5
chr20-37432916-37433817;ACTR5
chr20-37432916-37433817;PPP1R16B
chr20-40326525-40327434;CHD6
chr20-41592641-41593517;PTPRT
chr20-43513820-43514732;YWHAB
chr20-43976219-43977130;SDC4
chr20-44598202-44599099;ZNF335
chr20-44642230-44643052;MMP9
chr20-44651501-44652236;SLC12A5
chr20-44745535-44746449;CD40
chr20-44858780-44859666;CDH22
chr20-44993212-44994064;SLC35C2
chr20-44993212-44994064;ELMO2
chr20-45034230-45035089;ELMO2
chr20-46204308-46205090;NCOA3
chr20-47274337-47275174;PREX1
chr20-47894664-47895459;ZNFX1
chr20-48359704-48360376;B4GALT5
chr20-49347565-49348461;PARD6B
chr20-49625305-49626196;KCNG1
chr20-49999043-49999947;NFATC2
chr20-50317279-50318164;ATP9A
chr20-57425113-57426038;GNAS
chr20-57463409-57464215;GNAS
chr20-57472922-57473828;GNAS
chr20-57483119-57483963;GNAS
chr20-57581458-57582343;NELFCD
chr20-57581458-57582343;CTSZ
chr20-58174011-58174870;PHACTR3
chr20-62185479-62186369;FNDC11
chr20-62339414-62340326;ARFRP1
chr20-62339414-62340326;ZGPAT
chr20-62496172-62497049;ABHD16B
chr20-62496172-62497049;TPD52L2
chr20-62710837-62711747;RGS19
chr20-62887270-62888110;PCMTD2
chr7-91496008-91496919;MTERF1
chr7-77570043-77570873;PHTF2
chr7-77427795-77428367;PHTF2
chr7-77427795-77428367;TMEM60
chr7-77388140-77388902;TMEM60
chr7-77388140-77388902;RSBN1L
chr7-77331660-77332519;RSBN1L
chr7-77199269-77200163;PTPN12
chr7-102512376-102513250;FBXL13
chr7-102715515-102716418;FBXL13
chr7-102715515-102716418;ARMC10
chr7-150685205-150686095;NOS3
chr7-150717814-150718654;ATG9B
chr7-150755205-150756128;SLC4A2
chr7-150755205-150756128;CDK5
chr7-150756670-150757491;SLC4A2
chr7-150776842-150777787;TMUB1
chr7-150776842-150777787;FASTK
chr7-150924043-150924968;ABCF2
chr7-151408590-151409495;PRKAG2
chr7-151727465-151728330;GALNT11
chr7-151742660-151743535;GALNT11
chr7-151744956-151745863;GALNT11
chr2-26922400-26923270;KCNK3
chr2-27169569-27170462;DPYSL5
chr2-27303049-27303896;EMILIN1
chr2-27804977-27805850;ZNF512
chr2-27925541-27926372;SLC4A1AP
